|ReviewDate|ReviewRating|ReviewText|ReviewTitle
1901|on january 15, 2016|1.0 out of 5 stars|there is a major glitch in the program! it freezes at the health insurance questions and will not let me continue.  i am working on a brand new hp laptop, so i know the glitch is in the software!|software doesn't work
1902|on january 15, 2016|1.0 out of 5 stars|"this year intuit/turbotax does not offer the 10% bonus amazon gift card as in previous years. you only notice that at the very end of your filing when they ask you for options of your refund. it would had been good for turbotax to notify loyal users that used that bonus option in the past telling that they will not have it in 2015 but, i guess, that's too much to ask.
            
            anyhow, as usual, you have to double-check what the product gives you every year. i've learned it the hard way. they didn't lie but i feel very disappointed as i've been a loyal user for years. so this is my last with them, intuit is losing a customer.
            
            next year i'll use h&r block.. they do offer 10% bonus this year. too late for me but not for you."|no 10% bonus gift card in 2015 (h&r has it now)
1903|on january 15, 2016|1.0 out of 5 stars|"it seems that annually the people running inuit get together and come up with another way to alienate their customers. last year they deleted some forms from the deluxe version that were previously available. only after being lambasted did they relent. now comes the latest version and it doesn't include windows xp support, still used by 20-30% of pc owners despite microsoft no longer supplying updates (i'd call bill gates the greediest 'man' in the world if he were human).
            
            but shame, shame, shame on turbo tax for bowing to his avarice and losing my business as a result."|another year, another customer lost
1904|on january 15, 2016|5.0 out of 5 stars|just what i wanted|five stars
1905|on january 14, 2016|1.0 out of 5 stars|the only reason  for the 1 star rating is because you don't get the 10% back with the amazon gift card this year.|the only reason for the 1 star rating is because ...
1906|on january 14, 2016|5.0 out of 5 stars|"been using it for years and has always served us well! once you have the ""empty nest syndrome"" and are heading for retirement this is all you need! unless you are very wealthy! we aren't - just normal american's!"|been using it for years and has always served us ...
1907|on january 14, 2016|3.0 out of 5 stars|"what is wrong with this company? after all the claims about schedule d being fully supported again, if you go to the official turbotax web site and go to ""products and pricing"" then ""compare turbotax software products"", deluxe shows no p support for schedule d? comments?"|turbotax web site shows no sched d support
1908|on january 14, 2016|5.0 out of 5 stars|good price|five stars
1909|on january 14, 2016|2.0 out of 5 stars|turbo tax rips me off every year. usually i try to use the free edition and they always find a reason i have to upgrade. this year i decided just to buy deluxe upfront. paid $10 extra for state taxes only to find out that there's a $20 fee to efile, which i can do for no charge at my states website. this needs to be made clear, as it is purposely deceiving.  will try hr block next year.|no state file included. ripped off.
1910|on january 14, 2016|5.0 out of 5 stars|came within 2 days of purchase date. said would be here within 2 wks. turbo tax is very easy to use. they walk you through all the way and catch mistakes if you made any and also look for more ways to give you more money back. been using turbo tax for over 5 years. real easy to do your own taxes. take advantage of it and stop paying someone to do it.|money time!!!
1911|on january 14, 2016|5.0 out of 5 stars|old dependable!!!!!|five stars
1912|on january 13, 2016|1.0 out of 5 stars|"original submission
            
            i, too, jumped ship from tt last year after about 15 years with them due to their business practices. . i used h&r and everything went very smoothly. h&r imported my tt 2013 data efficiently and accurately. i filed and a few months later, my state sent me a bill for additional tax and penalty saying i made an error. i checked my filing and sure enough, the h&r software had entered a deduction twice, lowering my income and tax liability. i tried for three months to get h&r to respond but other than the initial email acknowledging my inquiry, they never would respond to any further request even though they have a guaranty. i was going to file a bbb complaint but figured it would be worthless.
            
            so this year, i went back to tt and ordered tt deluxe from amazon. it arrived today and when i attempted to import the h&r info, i got the same error message everyone has been complaining about. i used their call in support and it said there was a 5 minute wait. i followed their instructions and called the special number they sent to me. a recorded message said essentially to save my time waiting they would call me back. of course, they never did. it was during their normal working hours, too. i waited an hour (still within their working hours) got the same ""we'll call you back"" story but it is now another hour and they never called back. btw, they don't let you wait on line. they kick you out supposedly telling you they will call you back. so, based on reading all the other one star responders, intuit continues to suck but i will not go back to h&r. i will try again tomorrow but i am sure i will have to reload every account again and spend time i haven't had to spend since the first time about 15 years ago. if i ever get someone to talk to, i will ask if i can import my tt data from 2013. my accounts don't change significantly from one year to another. i'm sure tt 2015 can use tt 2013 data. i'll change my rating if i am successful.
            

            update 2-25-16  after writing this review in january, we headed for florida and just returned 2-21-16. i had not been previously successful in importing the h&r block t14 file to tt. so on 2-23, i called in to tech support again. this time i was successful because i have an intuit account which allowed me to sign in. reaching a tech person was almost instantaneous. this person was extremely nice and pretty knowledgeable. she was located in the washington state tech center. she explained that the tt software had been rewritten to allow for the t14 import. she even had the bulletin #sln63369 describing the problem and the solution.however, after an hour of working with me, we were not able to accomplish that result. she then said she would transfer me to a higher level of support. i waited on hold for about another half hour without success, so i finally hung up. on 2-24, i called in again and did reach a tech support person very quickly. she was in the arizona.tech center. unfortunately, she had no idea of what i was talking about.but i patiently described the problem and gave her the bulletin reference. this time, when i soon realized we weren't getting anywhere, i asked for a supervisor. about 10 minutes on hold, a supervisor was on the phone but she, too, didn't have a clue. i then suggested that if i could import the tt 2013 file and skip the h&r 2014, i would get back most of my information. she said the original tech person could help me with that. i complained but she transferred me anyway. of course the original tech support person had no idea how to do that and i finally got fed up. i asked that person if some technically competent person at a higher level from intuit could call me back. however, she said she would try but they usually don't do that. it is now another day later and no call. i am now re-inputting all my data from scratch just as i would as a first time user. have to admit, tech support did give me about 3 hours of their time to no avail. very bad indeed!!! still one star.
            
            however, i can't go back to h&r block because their software made an error that cost me money last year and h&r doesn't care about their customers. they won't honor their guarantee. h&r didn't respond to my complaint after repeated follow ups. also, very bad indeed!!!!"|non responsive to problems-importing h&r
1913|on january 13, 2016|2.0 out of 5 stars|i used to love turbotax--i've been using it for 15 years.  but, since i got my current computer, i have had problems with the updates that they have not been able to resolve.  i've spent hours and hours on the phone with tech support, uninstalling, reinstalling, with no change.  i had hoped that by this time they would have a solution, but no luck. this is the fourth year i've had the same problem, and i doubt i'll put myself through this again next year.|updates won't work for me.
1914|on january 13, 2016|5.0 out of 5 stars|"all these bad reviews from negative people that switched last year. maybe you shouldn't have switched? it works fine, an easy quick way to do taxes. (this isn't a verified review because i got it at my local store for super cheap as a ""flash sale"""|all these negative reviews...
1915|on january 13, 2016|4.0 out of 5 stars|i had no trouble downloading onto my laptop with windows 10. i'm happy to have the old deluxe version back. being able to do 5 returns for $40 - with federal and state e-file - is a bargain, so i'm okay with the minor irritations like the suggestions to upgrade. i generally use the forms for input anyway and stay away from the interviews.|i'm happy to have the old deluxe version back
1916|on january 13, 2016|4.0 out of 5 stars|been using turbotax for 7 years.  usually done in about 1.5 hours. the only thing i don't like is you end up paying around $100.00 for the cd and paying to send your state electronic and the company that will transfer the money into your bank. everyone has to have their hand out for money.|works for me.
1917|on january 13, 2016|5.0 out of 5 stars|exactly what was expected.|five stars
1918|on january 12, 2016|5.0 out of 5 stars|i always use turbo tax for my taxes every year. i don't have to pay someone and i can do it on my own time. its a win win situation. i love this.|i love this.
1919|on january 12, 2016|3.0 out of 5 stars|"i switched to h&r software last year on principle.  i decided to give turbotax one more chance after last year's fiasco. unfortunately i can not import my info from last year even though turbotax says it supports importing .t14 files.  it gives pops up a window gives an error code.
            

            this is the last straw.  no more turbotax after this year.
            

            popup window says:
            
            ""we're having trouble opening your file.
            

            you can try using your back-up file instead.  you'll find instructions on how to open you back-up file in the link below:
            
            error: 102346""
            

            i don't have a back-up file since i'm starting a new return trying to import the .t14 file.
            

            clicking on the link takes me to a page to sign up for a intuit sign up.  not the most helpful instructions.
            

            update 1/20/16
            
            i was finally able to import the h&r .t14 file by closing microsoft outlook before starting tt.  update to 3 stars from 2 since i was able to get it to work despite no help from intuit."|won't import .t14 files.
1920|on january 12, 2016|2.0 out of 5 stars|"i'm soooo confused.  i've always been able to use tt deluxe except for last year when the investment functionality was removed and i had to ""upgrade"" to premium.  the reviews this year are inconsistent and lead me to believe that the full functionality really has not been fully restored...and so...another (very) long time customer is moving over to the h&r product.  i hate games and car salesmen. sigh......"|so confusing
1921|on january 12, 2016|5.0 out of 5 stars|as good as it is every year.  i always get the most for the least amount of effort.|always great
1922|on january 12, 2016|5.0 out of 5 stars|very good|five stars
1923|on january 11, 2016|5.0 out of 5 stars|i've used this product for 10 years and always do every year.  never had any issues.|works great
1924|on january 11, 2016|1.0 out of 5 stars|last year intuit promised to restore the schedule c. technically that is true but what is there is so severely limited you are forced to upgrade. turbotax is playing games with its customers again. i think i can't trust something as important as my taxes to a company that plays dishonest games like this. i switched to h&r block software this year and couldn't be happier. good bye for good turbotax.|i think i can't trust something as important as my taxes to a company that plays dishonest games like this. i switched to h&r bl
1925|on january 11, 2016|5.0 out of 5 stars|great product to do our own taxes for many years now.  it has gotten better lately with easier questions and, more reference material and good scans to look for mistakes, etc.  pretty user friendly for most people.  i like and recommend it.|great tax software that makes filing much easier with understandable questions, error monotoring, e-filing,  etc.
1926|on january 11, 2016|4.0 out of 5 stars|good price, i buy this every year.|turbo tax deluxe 2015
1927|on january 11, 2016|5.0 out of 5 stars|great product|five stars
1928|on january 11, 2016|5.0 out of 5 stars|good product|five stars
1929|on january 11, 2016|1.0 out of 5 stars|i have been using turbotax for last several years. i have couple of stock transaction and now i can't use delux because several features have been stripped from 2015 deluxe to force users to buy next level product. this is unethical and i don't support this. i am moving to other tax software.|removing of features from turbotax deluxe to force customers to purchase next level product
1930|on january 11, 2016|4.0 out of 5 stars|i received my cd and installed turbotax.  i received the error message seen here. clicked ok and the program went to my federal return.  i uploaded last year's return and checked the information.  all was ok.  then i went to install my state return.  it went through and did the download and i again got the error message shown here.  but state did not load.  i then went to support and received a phone call from support. eventually, after an uninstall and re-install with state still not downloading, the service rep sent me to their download page so i could download my state return. that went smoothly and now turbotax works for both federal and state.  although the service rep said the error message doesn't mean anything, i am still concerned. it shows up every time i start the program.  maybe a turbotax person will see this message and respond.|glad to be back using turbotax!
1931|on january 11, 2016|4.0 out of 5 stars|"this is okay tax-prep software with some annoying behavior, but it'll get the job done.
            

            i used the online version of turbotax for many years and was very happy with it.  but when i got married, my husband took over doing the taxes, and he used other tax programs.  having now used both, he strongly prefers the h&r block program.  i'm not sure i would go with that, but this does point out how different users have different expectations and preferences.  i think h&r block is more straightforward and no-nonsense, and turbotax is better for people who like to have their hand held a little more.
            

            a few points that might be worth noting:
            

            *  turbotax now has added the functionality to import data if you did your taxes last year with h&r block.  this was a huge concern for my husband, but now it seems to be working.  be sure to do a software update after installing.  and keep in mind that it will only import last year's file.  if you need to import data from previous years (yes, that happens sometimes), you're out of luck.
            
            *  only one state tax download is included, and it will automatically default to the state of the first return you prepare.  since my husband does his mother's taxes for her, and she lives out of state, this might not have been the option we wanted to use.  this probably won't come up for a lot of people, but if you are one of them (planning to do tax returns involving multiple states), look into this before you begin and maybe decide which state it would be most advantageous for you to get for free.  there might be a way to change the default, but my husband hasn't come across it.
            
            *  the refund it says you are due is absolutely going to change throughout your preparation.  don't get excited in the beginning when it says you are due a big refund.  turbotax makes this announcement before it has enough information to know what it's talking about or even to have made a reasonable estimate.
            

            in general, i like the layout and environment of the current turbotax, but my husband hates it.  he feels like it jumps around too much during the ""interview,"" and he hates how it's a little too full of itself, constantly calling attention to its accomplishments (""we found you a deduction!"") that are nothing more than what you should expect (it would be almost criminal if any tax software *didn't* do the things turbotax congratulates itself on).  i didn't think much of this, but once my husband pointed it out, i did start find it really annoying.  when a tax program is that proud of itself, it actually loses some credibility.
            

            my biggest problem with turbotax is that they seem to have fallen into the practice of making their software as limited as possible to open possibilities for them to force you to upgrade, or to make you feel tied to their programs.  this is designed to increase their profits, of course, and that's not unreasonable (to an extent), but the end result is that they have blown their trustworthiness with formerly loyal customers.
            

            update:  my husband did get the h&r block program for comparison, and he loved returning to the more streamlined interview that h&r block provides.  in turbotax, if there are ten related questions, chances are, each one will be on a separate page.  in contrast, h&r block lumps them together on one page, and you go down with radio buttons and check off any that apply to you (which will then bring up the relevant follow-up questions), which seems to make the whole thing much quicker.  my husband just hates sitting through page after page of having to check ""no,"" ""no,"" no,"" for things that don't apply to us (actually, i think most things default to ""no,"" but you still have to go through one page at a time for many topics that hrb lumps together).  but he still says that for anyone who feels a little uncomfortable doing their own taxes, turbotax is probably the best way to go (but it's still my preference, and i feel comfortable doing my taxes).  once he put in final figures, both programs came up with exactly the same refund, so it doesn't appear that one program is better than the other at maximizing your refund."|turbotax vs. h&r block
1932|on january 10, 2016|1.0 out of 5 stars|switched from turbotax to taxact and will never go back. unlike turbotax, taxact plus has all the forms needed by homeowners, sch-c filers and investors.|bye bye tt.
1933|on january 10, 2016|1.0 out of 5 stars|we purchased the audit support with our turbo tax software and what mistake, the additional payment is a waste of money and will cost you more money. the audit support personnel did not follow thru with tax examiner request for information during an exam by the irs. this cost us extra tax and hurt our tax position. they also did not follow thru on their agreement to complete the exam process. they stated they did not have to help thru the appeal process. the audit support system that turbo tax is associated with is a rip off and just a way to make money and not help anyone.|turbo tax audit support
1934|on january 10, 2016|5.0 out of 5 stars|christmas present|five stars
1935|on january 10, 2016|5.0 out of 5 stars|hopefully it will work as advertised. just like flying these days...you are relieved when you get there.|hope it beats last year's version.
1936|on january 10, 2016|1.0 out of 5 stars|i too want to go on record saying i switched to h&r block last year when turbotax cahnged the deluxe offer.  i was happy with h&r block and will continue to use them.  sorry intuit,  bad call.|i was happy with h&r block and will continue to use them
1937|on january 10, 2016|1.0 out of 5 stars|i used tt for over ten years until intuit tried a bait and switch last year. i promised i would not buy tt this year and i kept my promise. i bought h&r block delux this year, and it installed easily on my win10 machine. actions have consequences tt.|promise kept
1938|on january 10, 2016|5.0 out of 5 stars|you can't go wrong with turbotax|is there any other tax software??
1939|on january 10, 2016|2.0 out of 5 stars|"update 1/22: took off two stars from my earlier review. apparently the method below did not work so well to get my info from h&r to tt on my mac: only names and ssns were imported into tt'15 using the pdf method below; when i began inputting w-2s none of our employers were to be found, making it frustrating and time consuming to input all that stuff again, not to mention more potential for unnecessary input errors. this would not be so bad if tt would at least import its own data from 2013, but no dice. i'm thinking of returning the software, but maybe if i stick with it i'll begrudgingly add one more star if it actually works. not very impressive, intuit!
            

            old review: at first i was also frustrated that there seemed to be no way to import my 2014 taxcut data into turbotax 2015 for mac, and it also would not recognize my tt’2013 data, however i was finally successful using the following method:
            

            1. open last year’s “filename.t14” in taxcut and select “save as pdf” from the file menu.
            

            2. in turbotax, select the pdf file named “filename_for_filing.pdf” (in the same folder as the original “filename.t14” file) and click import.
            

            it worked fine, and now i have all of last year’s data in tt’15, and everything appears correct so far. i am reserving one star (in consideration of last year's antics) until i am farther along on my taxes, especially after i see how it handles schedule c. if proves to be as good as in previous years i expect to upgrade this to a 5-star review."|import from taxcut 2014 not so much on a mac...
1940|on january 10, 2016|4.0 out of 5 stars|as expected|four stars
1941|on january 8, 2016|3.0 out of 5 stars|disappointing to find that is does not work well on an xp computers when some of the reviews say it does. it will load ok but when you go to use it, it locks up with errors. so i recommend not to buy this version if you are still running xp.|so i recommend not to buy this version if you are still ...
1942|on january 8, 2016|5.0 out of 5 stars|"i, like many other turbo tax deluxe users from years before, were shocked, dismayed, and upset with the original ""cheapening"" of the 2014 deluxe version by eliminating support for schedules c and d, among others. it was a terrible marketing mistake but to intuit's credit, after the horrible reviews and other ""bad mouthing"" from consumers on the switcheroo, the company backtracked. this year, the deluxe version appears to be like the 2013 version, yes, the good ole days. i tried the h&r block offer last year for disgruntled turbo tax users like me, and i hated it. long story short, customers spoke, intuit listened, and the 2015 deluxe version is once again, ""deluxe."" one word of caution. intuit charges more for a state e-filing the closer you get to april 15. seems greedy, but the moral of the story is file early!"|the great turbo tax deluxe is back
1943|on january 8, 2016|1.0 out of 5 stars|"used h&r block deluxe last year because turbo tax did not include scheduled d&e. arrived today 8 jan and loaded disk. it did not import all t14 h&r data. talked to rep at ttax explained the problem. eg; 5 banks reported interest, or 10 corporations / mutual funds reported dividend and cap gains, you have to manually enter each item. was told similar problems have been reported and turbo tax only imports personal data from t14 file. called amazon told them the problem, sent me a ups shipping label will issue me a refund.
            
            next step for me is go back to h&r block software"|used h&r block deluxe last year because turbo tax did ...
1944|on january 8, 2016|5.0 out of 5 stars|"used personal tax edge for years way back when, then it was purchased by turbotax
            
            always satisfied, sometimes a little difficult to navigate. but manageable. so give it a try (not for the faint at heart however if your return is complicated.) but where there's a will there's a way."|personal tax edge/turbotax
1945|on january 8, 2016|1.0 out of 5 stars|"does not work with snowleopard.
            

            constantly crashes and locks up when you try to quit."|crashes when trying to quit
1946|on january 8, 2016|5.0 out of 5 stars|benn using it for years.|five stars
1947|on january 8, 2016|5.0 out of 5 stars|this software works as described.  installation on mac os 10.8.5 was easy, followed by an update of the forms over the web.  it was able to import my turbo tax data from 2014 easily.  i was pleased because turbo tax is no longer supporting 10.8.5, but they did say that the software would work and it does. like most people i'm now waiting for w2s and 1099s.  user interface is essentially the same as past years'.  if upon entering the updated data form my w2s and 1099s for this year, i have any issues, i will update this review.  for now, everything works as expected.|installs on mac os 10.8.5.  imports data from 2014 turbo tax.
1948|on january 8, 2016|5.0 out of 5 stars|turbotax is the only way to go at tax time when you are your own cpa !! steve m. sun lakes, az|great product !!
1949|on january 8, 2016|5.0 out of 5 stars|it's that time of year and i've been using turbo tax for years. loads quickly and works as expected.|five stars
1950|on january 8, 2016|4.0 out of 5 stars|in another odd customer service decision, tt has eliminated the details of each update previously provided by clicking on a link after the update had finished  (****as of 1/13/16, tt is working on bringing back the update details****) the link now just takes you to their website/faq page.  i fully expect this version of tt to complete my taxes as smoothly as in all the other years i have used it.  it's just a strange new concept to have the 'less cereal in the box' concept applied to software.  also just noticed that it downloaded two states for free, instead of one; my current state and the one i left 30 years ago.|less cereal in the box (again)
1951|on january 7, 2016|5.0 out of 5 stars|i have used this software for many years. it is easy to use.|good product, easy to use.
1952|on january 6, 2016|5.0 out of 5 stars|doing my own taxes this year.  we have a hard tax return and it is helping me through it.|five stars
1953|on january 6, 2016|1.0 out of 5 stars|i find intuit to be a sleazy company.  last year i was supposed to get a $300 plus rebate from intuit/amazon as part of their joint promotion.  i received nothing.  they did not respond to emails either.  bad company.|intuit is dishonest
1954|on january 6, 2016|4.0 out of 5 stars|seems fine.|four stars
1955|on january 5, 2016|1.0 out of 5 stars|"beware, turbotax is also having amazon take down reviews telling folks to go to hr block.  i submitted and got a review approved yesterday and now it's gone.
            

            switched to h&r block last year.  haven't looked back.  this year you get the 10% bonus return too and it's cheaper for the same functionality."|switched to h&r block and not turning back.
1956|on january 5, 2016|5.0 out of 5 stars|a necessary purchase.  turbotax is a great product.|turbotax is a great product.
1957|on january 4, 2016|1.0 out of 5 stars|"no more amazon +10% bonus refund. turbo tax discontinued it. turbo tax did it again. they screwed many customers last year and why they discontinued the feature we all like!  bad decision....
            
            it looks like h&r block offer +10% bonus refund for amazon.  maybe it is time to switch to other software."|poor business decision....disappointed.
1958|on january 4, 2016|5.0 out of 5 stars|i have used turbo tax for years.  it is the best for as far as i am concerned.|it is the best for as far as i am concerned
1959|on january 4, 2016|5.0 out of 5 stars|"i haven't done my 2015 taxes yet - have to wait for 1099s, etc.  however, we have used turbotax for at least ten years to do our taxes and have always been more than satisfied with the ease of use and the suggestions included.
            

            we paid an accountant to review our (turbotax prepared) returns for the first couple of years and he had no suggested changes to what we had done using turbotax.  it was a relief to find an accountant who (1) wasn't focused on generating business for himself and (2) validated the accuracy of turbotax."|great product - why go anywhere else
1960|on january 4, 2016|1.0 out of 5 stars|... as many others i purchased the deluxe version which was just fine for me for many years to do small self employed 1099 business with schedule c / despite of the annoying advertisements while using the software to make you buy something else from them / ... after long time on the phone and extra money and needless to say frustration i was able at least to file my taxes  ...the bad part about 2015 is that they did not keep their promise to fix and restore / reverse / the changes made to tt deluxe 2014 ... the self employed can not do his taxes in tt deluxe 2015 again ... by the way amazon would not post my review bcs i was telling the truth as it is .... lets see if they would be nice to do that this time ...  no good  ... sincerely !|as many others i purchased the deluxe version which was just fine for me for many years to do small self ...
1961|on january 4, 2016|1.0 out of 5 stars|"naw, after last year's form rip-offs, never again. i was a turbo-tax user for many years .. and never again ...  there was some kind of ""rebate"" of the scam .. but i never saw it .. i think it was about $30 for one small obscure form i never needed before or probably ever again. add it to the previous spy-ware incident and i'll think i'll keep away from these greedy people."|naw, after last year's form rip-offs, never again ...
1962|on january 4, 2016|4.0 out of 5 stars|i have used this for the last four years, and i feel confident that it gets the job done.|i have used this for the last four years, ...
1963|on january 4, 2016|5.0 out of 5 stars|i always use turbotax. its easy, quick, and i feel safe using their product. i bought early so that i can file quicker and get my return sooner.|easy
1964|on january 4, 2016|2.0 out of 5 stars|"bought the deluxe version and it will not load onto windows 10 pc.  i'm current and up to date on software.  the installation program goes thru most it's steps but fails when it comes time to install software.  i've used tt for 20 years.  very dissappointed in intuit.
            

            at 8:25am on east coast i've called the phone number on the box.  888-777-3066 and the recording says they are open from 5am to 5pm.  so why don't they answer the phone.  don't understand."|doesn't install on windows 10
1965|on january 3, 2016|5.0 out of 5 stars|fantastic and consistent every year.|consistently great every year!
1966|on january 3, 2016|3.0 out of 5 stars|works ok|three stars
1967|on january 3, 2016|1.0 out of 5 stars|because of last years problems i used h&r block  bought turbotax this year and it will not transfer last years data.|because of last years problems i used h&r block bought ...
1968|on january 3, 2016|3.0 out of 5 stars|same old story. i had used turbotax since the mid-nineties, and left last year for h&r because of what i considered a bad attitude. h&r worked fine, although not as easy or polished. so i decided to give tt another chance and bought it(deluxe version) even though it is more expensive than block. i really wanted to like it....again. one of the things that is a must for me is the importing of t14 previous tax files from h&r, which tt says it can do. i am using a pc, windows 7, and have the latest updates as of today. it won't do it. back in the box, going back, i'm done. update: i read some solutions for tt. they said to reopen h&r block from last year and resave the file as it may have corrupted. ok. makes sense. did it. still no go. not for my files or for my daughters which i tried as well. omg! lol! wth?.....fail. update 02/15/16. called turbotax customer service.  connected with a very personable rep.  we took my problem to. defcon 5 and their response was to manually enter the data from the previous years hr block. he apologized and had me do some other adjustments to my computer.  i restarted it and it worked and loaded last year's data. i have to say i love the turbotax interface and give it 5 stars. i submitted my return and no problems at first. the federal return went through and i had my refund within 8 days.  perfect.  but not so fast. colorado sent me a letter saying i had to submit a paper copy of one of my 1099's. shouldn't turbotax have known that and alerted me? two weeks later still waiting for a refund and spent needless hours trying to reach a real person at the colorado tax authority.  adjusting from 1 star to two.... but still looking for an error free program.|can't import h&r block t14 files, from a pc, windows 7....ugh.
1969|on january 3, 2016|1.0 out of 5 stars|i see that i can not use my xp computer on this. lots of people are going to be hurt by that.|i see that i can not use my xp computer ...
1970|on january 3, 2016|1.0 out of 5 stars|due to the well-documented greed of the turbo tax executives last year, i returned tt for a full refund and bought h&r block instead.  i found the h&r block tax program to be more than adequate for my tax needs and will purchase it again this year.  after reading the reviews of tt 2015 it looks like the executives at tt still haven’t learned their lesson.  i encourage other people who dropped tt last year and bought some other tax program to do the same this year.  sorry tt, there must be consequences for greedy decisions and poorly kept promises.  after using tt for close to a decade, will i ever buy tt again?  probably not.|i'm not buying turbo tax ever again
1971|on january 2, 2016|5.0 out of 5 stars|turbotax lives up to its name time and time again.|five stars
1972|on january 2, 2016|1.0 out of 5 stars|do not purchase this program until intuit fixes the problem with updates which they have had for four years.  you may be able to get forms update manually but that is all.  i have received emails basically telling me that my computers are the problem, and  directing me to go to various website and expend my time fixing their problems with downloading updates,  i will not comply because i do not believe that i have any obligation to spend time attempting to make their tax program perform as stated by the seller.  i have the same computers today that i ran their tax program on for the last four years,|program defective
1973|on january 2, 2016|1.0 out of 5 stars|dvd version is not compatible with el capitan 10.11.2  i thought first failure was a dvd problem but after receiving 2nd dvd it also fails with an error code 36.  you would think that intuit would have tested the dvd with the latest os that is available.  does not say much for their user acceptance  testing.|dvd version not compatible with el capitan 10.11.2
1974|on january 2, 2016|5.0 out of 5 stars|i've been using turbo tax for more than 20 years.  there are some features that i need that aren't available in the free online version so i buy the disc for my pc.  this is by far the easiest, fastest, most accurate and overall best way to do my taxes!  it is well worth the money!|over 20 years with turbo tax.  well worth the money!
1975|on january 2, 2016|5.0 out of 5 stars|"the best thing about turbotax is ....  if you use it year after year, it stores all of your necessary info.  you don't have to input data, and common information each time, like name, address, ss number, phones, etc.  the only thing you change is new information.
            

            turbotax always keeps a record of the prior years taxes.  and you can easily refer to that info.
            

            another good thing is that turbotax prompts you to search for deductions, to reduce your tax bill.  they offer suggestions that normally, you would think of.  this easy to understand, and turbo tax reviews all your entries, checks for errors.  and, it makes sure that you are not submitting a return with mistakes.
            

            you have the option of e-filing your federal tax which is not cost.  but for your state, you can e-file for a low cost.  plus,  it also keeps up with all updates, so you know you are getting help, including on-line professional help.
            

            you can make choices on the type of return you need, from simple to complicated situations.  it is all here."|if you have never used turbo tax...... do it now!
1976|on january 2, 2016|1.0 out of 5 stars|i'm still mad about the deceptive move for 2014 by intuit to push schedule d users to the much more expensive premier version. i have now gone over to h&r block because i cannot confirm that intuit has returned to the deluxe product offered in 2013. i understand they again now have schedules c & d but i also understand that entries must be made manually. in any event, fool me once....|i'm still mad about the deceptive move for 2014 by ...
1977|on january 2, 2016|1.0 out of 5 stars|"i too was a long time user of tt who switched to hrb last year due to tt dropping several forms.  wanted to return to tt this year, but it will not import hrb forms even tho the hrb files are in the format (t14) that tt claims it will import.  i get following error message:  ""the selected file cannot be transferred.  select another file to transfer"".  there are no other files to transfer, tt found the correct hrb files  but will not import it -- frustrating!!
            

            intuit - stop falsely claiming that you will import hrb files in t14 format.  in many cases posted here, customers can not import their 2014 hrb return. i wanted to return to using tt, but cannot. and no i will not enter all my data manually, i'll go back to hrb before i spend time doing that.
            
            *******update****************: no, bob from ""turbo tax team"", your response is  not correct.  i was just on phone with your support rep, and did everything you and he suggested - closed out all messaging software, resaved hrb, and it still doesn't work, your rep told me only thing i could do is enter info manually!!  he also said they are aware of the problem and there should be a ""fix"" issued at some point, but he didn't know when.  my conversation was on jan 8, 2016, so this is not the previous fix mentioned elsewhere.  the problem still persists, at least for many of us!"|does not import  2014 hrb return
1978|on january 2, 2016|5.0 out of 5 stars|"to me, for the average person, turbotax is the gold standard of at home tax preparation.  if you have very complicated taxes, it may be worth it to invest in a tax adviser, but for me with just a house, some investments, some donations and a job, this works perfect.  i have gone through and entered in most of my information already without a few 1099's (it is early in the season after all).  this version of turbotax is much like past years.  easy to use, easy to import previous years and keeps a running total of your refund (or what you owe) at the top of the screen as your work.
            

            the only problem is some push to pay for electronic filing of state taxes at the end, but it is still easy to print out and mail in if you prefer, you just have to navigate some badgering by the program.
            

            overall if you have used turbotax before, you know what you are getting and it is still the same quality you come to expect."|this works perfect. i have gone through and entered in most ...
1979|on january 1, 2016|5.0 out of 5 stars|as described. have used before.|quality product.
1980|on january 1, 2016|5.0 out of 5 stars|i have been using turbotax since its beginning. it is very easy to use. i recommend it.|it is very easy to use
1981|on january 1, 2016|5.0 out of 5 stars|always liked turbo tax i tried others and didn't like them|five stars
1982|on january 1, 2016|1.0 out of 5 stars|18% of customers gave this product a one star. strong sign to keep off. i am getting hrb, which is cheaper and does the job without bumps and hiccups.|looks a gamble, keep off
1983|on december 31, 2015|1.0 out of 5 stars|software freezes and support is non-existent. plus they charge for everything including schedule c, which wasn't the case before.|software freezes and support is non-existent. plus they charge ...
1984|on december 31, 2015|5.0 out of 5 stars|"i've been using this product for years. it's a brand i trust. i hate doing my taxes, but turbotax is the least painful way i know to get it done. unless you're a multi-millionaire with dozens of businesses, investment properties and accounts, this is the way to go.
            

            the wizard guides me through federal (and if necessary state) returns by asking a series of questions that any literate person can answer. previous years carry over, which is great for not filling out basic information more than once. intuit also offers audit defense for an additional fee."|i trust turbotax to make taxes less painful
1985|on december 31, 2015|5.0 out of 5 stars|i have been using turbotax for about 8 years now,  and i am very happy with the refund that i receive each year.|it's great !
1986|on december 31, 2015|5.0 out of 5 stars|turbo tax is and has been reliable, for years. a very trusted program.|simple the best
